id,created,total,original,discount,tax,deliveryCharge,advance,paymentId,paymentMode,state,style,cancellation
Rd0Y40UpXL,22/01/2017,265,265,0,0,0,0,zomato online,other,delivered,inStore,#N/A
SnDFGKf1E3,22/01/2017,265,265,0,0,0,0,zomato online,other,delivered,inStore,#N/A
6HCwCeItTa,22/01/2017,785,785,0,0,0,0,cash1485106927688,cash,delivered,inStore,#N/A
9MIFFfCQfv,22/01/2017,265,265,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
XnUD7XMHOO,22/01/2017,180,180,0,0,0,0,cash1485106316592,cash,delivered,delivery,#N/A
e6P36Ei1BE,22/01/2017,500,500,0,0,0,0,cash1485104692891,cash,delivered,delivery,#N/A
fVj1GIWz87,22/01/2017,540,540,0,0,0,0,card1485104811230,card,delivered,inStore,#N/A
asAB5ZACQm,22/01/2017,470,515,45,0,0,0,card1485105917236,card,delivered,inStore,#N/A
Vs0Z6GojZg,22/01/2017,322,355,53.25,0,20,0,cash1485104066045,cash,delivered,delivery,#N/A
wG31Vthzkd,22/01/2017,842,935,93,0,0,0,cash1485107402077,cash,delivered,delivery,#N/A
PqwutAgwSm,22/01/2017,375,355,0,0,20,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
COdiNkWglE,22/01/2017,265,265,0,0,0,0,cash1485101646211,cash,delivered,delivery,#N/A
Or2hDNEDDv,22/01/2017,375,355,0,0,20,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
KMBDLNpCd6,22/01/2017,530,530,0,0,0,0,cash1485102785471,cash,delivered,delivery,#N/A
zFt7bN8vTP,22/01/2017,480,480,0,0,0,0,card1485100742754,card,delivered,inStore,#N/A
MAEmyMevBX,22/01/2017,241,260,39,0,20,0,zomato online,other,delivered,delivery,#N/A
CnCvHCALHl,22/01/2017,920,900,0,0,20,0,cash1485099680754,cash,delivered,delivery,#N/A
c7pXPFtpcB,22/01/2017,437,490,73.5,0,20,0,zomato online,other,delivered,delivery,#N/A
MNEFIRwf8j,22/01/2017,450,450,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
EG4W7RAh27,22/01/2017,675,655,0,0,20,0,cash1485097440823,cash,delivered,delivery,#N/A
QEbHdvscyP,22/01/2017,267,290,43.5,0,20,0,cash1485095633285,cash,delivered,delivery,#N/A
tWgs6D7NAc,22/01/2017,512,535,43.5,0,20,0,#N/A,#N/A,cancelled,delivery,Added this by mistake
MO7CGD1cyt,22/01/2017,315,350,35,0,0,0,cash1485107700233,cash,delivered,inStore,#N/A
3IYfu85OXr,22/01/2017,1615,1615,0,0,0,0,cash1485084243133,cash,delivered,inStore,#N/A
MWGylRuylg,22/01/2017,1065,1065,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
nk6Xte7QMX,22/01/2017,586,665,99.75,0,20,0,zomato online,other,delivered,delivery,#N/A
gUaUZPttct,22/01/2017,245,245,0,0,0,0,cash1485078531292,cash,delivered,delivery,#N/A
cTiZRwczqe,22/01/2017,365,365,0,0,0,0,zomato cash,other,delivered,delivery,#N/A
Vlh5pHvlIh,22/01/2017,610,610,0,0,0,0,zomato online,other,delivered,delivery,#N/A
2mJe3MUEqe,22/01/2017,510,510,0,0,0,0,zomato online,other,delivered,delivery,#N/A
5o7hJrpzpD,22/01/2017,195,195,0,0,0,0,swiggy online,other,delivered,delivery,#N/A
m7Wq8aw7q0,22/01/2017,628,715,107.25,0,20,0,zomato online,other,delivered,delivery,#N/A
UZaRfzAMQX,22/01/2017,192,245,73.5,0,20,0,zomato cash,other,delivered,delivery,#N/A
GiBywYaOOm,22/01/2017,285,285,0,0,0,0,zomato online,other,delivered,delivery,#N/A
0dCGogrY0f,22/01/2017,245,225,0,0,20,0,zomato online,other,delivered,delivery,#N/A
G6n3ZuaStg,22/01/2017,310,310,0,0,0,0,swiggy online,other,delivered,delivery,#N/A
m8Dx7NUOX3,22/01/2017,65,65,0,0,0,0,#N/A,#N/A,cancelled,inStore,Added this by mistake
xNkT1xVwIC,22/01/2017,615,615,0,0,0,0,cash1485079786106,cash,delivered,delivery,#N/A
eiHyJy7zSQ,22/01/2017,855,855,0,0,0,0,cash1485074576111,cash,delivered,delivery,#N/A
Dq08rrR1N1,22/01/2017,520,520,0,0,0,0,cash1485070979818,cash,delivered,delivery,#N/A
xyNq9p37RM,21/01/2017,140,140,0,0,0,0,cash1485023434296,cash,delivered,inStore,#N/A
zsEGPD6NCB,21/01/2017,495,495,0,0,0,0,cash1485023455036,cash,delivered,inStore,#N/A
nBEDCHv8Xd,21/01/2017,245,245,0,0,0,0,cash1485021287655,cash,delivered,inStore,#N/A
jaurcxZCH5,21/01/2017,225,225,0,0,0,0,cash1485020720209,cash,delivered,delivery,#N/A
7r4c4vvtgt,21/01/2017,460,460,0,0,0,0,zomato online,other,delivered,inStore,#N/A
FUvsEkN3HE,21/01/2017,263,285,42.75,0,20,0,cash1485020010230,cash,delivered,delivery,#N/A
D2UBQCtXbH,21/01/2017,940,940,0,0,0,0,card1485017245379,card,delivered,inStore,#N/A
8J6iZahPZD,21/01/2017,445,445,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
E5MXGg1JsD,21/01/2017,320,320,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
Tz72Oqca8x,21/01/2017,895,895,0,0,0,0,cash1485014417284,cash,delivered,inStore,#N/A
s5oTQXgjiB,21/01/2017,785,900,135,0,20,0,cash1485017216146,cash,delivered,delivery,#N/A
6LckAcP2A0,21/01/2017,505,505,0,0,0,0,swiggy online,other,delivered,inStore,#N/A
TM0jVSrZE3,21/01/2017,170,150,0,0,20,0,cash1485014712091,cash,delivered,delivery,#N/A
Lwj3NSFLVs,21/01/2017,455,455,0,0,0,0,cash1485014573328,cash,delivered,inStore,#N/A
iTAHq7c4Pz,21/01/2017,545,545,0,0,0,0,card1485013994305,card,delivered,inStore,#N/A
